"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Project Goal","Start Date","Completion Date","Project Life Cycle Cost","Software Project","New or Existing Metric","If Existing: Metric ID","If Existing: Agency Metric ID","If New: Metric Description","If New: Metric Unit of Measure","If New: Metric Measurement Condition","Metric Target at Deployment","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
015-000000056,533,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","IRS.GOV - Portal Environment","	202030",17940,"	202238","IEP 1.5 Operation and Maintenance","Integrated Enterprise Portal Infrastructure
Filing Season 2020",2019-10-01,2020-09-30,75.849378,no,existing,,200294,,,,"	99.990000",0,0,Green,0,0,Green,In-progress,01/31/2020,22:13:53
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	1",719,"	2","Transition State 1",,2009-10-01,2012-09-30,403.672,,,,,,,,,-36,-5.64,Green,3.105,1.57,Green,Completed,06/27/2013,15:33:02
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	2",2743,"	3","FY 2012 PMO/E&A",,2011-10-01,2012-12-31,31.54,,,,,,,,,0,0,Green,-0.031,-0.1,Green,Completed,10/21/2013,16:46:52
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	3",2744,"	11","TS 2 Planning and Infrastructure",,2010-10-01,2015-09-30,110,,,,,,,,,0,0,Green,16.879309,15.34,Yellow,Completed,10/08/2015,13:32:15
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	5",3453,"	2717","TS 1.5",,2012-10-01,2013-09-30,67.9,,,,,,,,,0,0,Green,-6.962,-11.09,Yellow,Completed,12/24/2013,11:50:17
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	4",3455,"	2691","FY 2013 PMO/E&A",,2012-10-01,2013-09-30,21.5,,,,,,,,,0,0,Green,2.7,12.56,Yellow,Completed,12/24/2013,11:50:17
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	6",9173,"	200052","TS 1 Release 1.5",,2013-10-01,2014-03-30,31.4,,,,,,,,,-89,-49.44,Red,-0.019855,-0.06,Green,Completed,08/29/2014,10:07:47
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	7",9175,"	200053","FY2014 PMO/E&A",,2013-10-01,2014-09-30,28.9,,,,,,,,,0,0,Green,0.206,0.71,Green,Completed,12/23/2014,10:18:40
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	8",10515,"	200266","TS2 Early Delivery - Penalty and Interest",,2012-10-01,2015-03-31,16,,,,,,,,,8,0.88,Green,8.939888,55.87,Red,Completed,08/28/2015,10:17:20
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	9",10517,"	200267","TS2 Early Delivery -Database Conversion",,2014-02-14,2015-06-30,13.85,,,,,,,,,0,0,Green,2.778916,20.06,Yellow,Completed,10/08/2015,13:32:15
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	10",12627,"	200512","R2 Database Conversion - Phase 3",,2015-06-19,2016-03-31,6.87,,,,,,,,,30,10.49,Yellow,4.199393,61.13,Red,Completed,05/24/2016,16:51:47
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	11",12629,"	200513","R2 Penalty & Interest Adjusted Refundable Credit (ARC)",,2015-05-01,2016-03-31,4.189,,,,,,,,,8,2.39,Green,3.102835,74.07,Red,Completed,06/28/2016,13:30:41
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	12",12631,"	200514","R2 CADE 2 Feed to Integrated Production Model (IPM)",,2015-05-01,2016-01-31,9.776,,,,,,,,,2,0.73,Green,1.804905,18.46,Yellow,Completed,02/12/2016,13:42:45
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	13",12633,"	200515","R2 Financial  RECAP Report (FRR)",,2015-05-01,2016-12-31,14.792,,,,,,,,,-120,-19.67,Yellow,-1.677864,-11.41,Yellow,Completed,07/27/2017,17:22:33
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	14",12635,"	200516","R2 Pending Payment Transactions (PPT)",,2015-05-01,2016-03-31,4.32,,,,,,,,,45,13.43,Yellow,3.778653,87.47,Red,Completed,05/24/2016,16:51:47
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	15",13407,"	200629","R3 CFO Critical Reports",,2015-10-01,2017-09-30,15.842,,,,,,,,,0,0,Green,4.716652,29.77,Yellow,Completed,11/16/2017,16:45:51
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	16",13408,"	200630","R3 CADE 2 Feed to Integrated Production Model (IPM) Phase 2",,2016-02-01,2017-10-31,10.646,,,,,,,,,-27,-5.54,Green,-1.026421,-11.49,Yellow,Completed,01/30/2018,15:12:13
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	18",13858,"	200726","R3 Data Services Framework",,2016-05-01,2017-04-05,4.322,,,,,,,,,-148,-43.66,Red,-0.117928,-2.73,Green,Completed,12/01/2017,11:19:09
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	19",13859,"	200727","R4 Unpaid Assessments",,2016-08-01,2017-09-30,6.713,,,,,,,,,0,0,Green,-2.641369,-41.04,Red,Completed,12/01/2017,11:19:09
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	20",13860,"	200728","R4 CADE2 Feed to IDRS",,2016-05-01,2017-09-30,8.589,,,,,,,,,0,0,Green,2.791331,32.5,Red,Completed,12/01/2017,11:19:09
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	21",13861,"	200729","R4 Authoritative Data Source Transcripts",,2016-05-01,2017-09-30,6.819,,,,,,,,,0,0,Green,2.243164,32.9,Red,Completed,12/01/2017,11:19:09
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	22",13862,"	200730","R4 Refunds",,2016-05-01,2017-09-30,8.907,,,,,,,,,0,0,Green,2.657049,29.83,Yellow,Completed,04/26/2018,11:21:10
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	23",14121,"	200741","R5 Financial Status & Notice History",,2016-10-01,2017-09-30,3.911,,,,,,,,,181,49.73,Red,3.311523,84.67,Red,Completed,11/16/2017,06:12:50
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	25",14122,"	200743","R5 Individual Tax Processing Engine",,2016-10-01,2017-09-30,9.874,,,,,,,,,0,0,Green,0.817405,8.28,Green,Completed,12/01/2017,11:19:09
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	26",14123,"	200744","R5 Penalty & Interest - Credit to Debit",,2016-10-01,2017-09-30,3.244,,,,,,,,,181,49.73,Red,3.117098,96.09,Red,Completed,11/16/2017,06:12:50
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	27",15765,"	201911","R4 Authoritative Data Source (ADS)",,2017-10-01,2018-07-31,13.1848,,,,,,,,,191,78.93,Red,9.214429,79.84,Red,Completed,08/10/2018,13:07:37
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	28",15766,"	201912","R5 Individual Master File (IMF) Reengineering","Reengineer the Individual Master File to use modern technologies and concepts",2017-10-01,2019-09-30,80.806242,yes,existing,,200151,,,,"	98.000000",0,0,Green,-2.946614,-5.31,Green,Completed,12/19/2019,19:01:54
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)","	29",17863,"	202254","FY20 R5 Individual Master File (IMF) Reengineering","Reengineer the Individual Master File to use modern technologies and concepts",2019-10-01,2020-09-30,82.4,yes,existing,,200151,,,,"	98.000000",0,0,Green,5.680413,6.89,Green,In-progress,03/11/2020,15:16:25
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)",ECM01,13697,"	200699","IT Program and Release Management",,2015-10-01,2016-09-30,8.77248,,,,,,,,,0,0,Green,-0.527239,-6.01,Green,Completed,05/24/2017,13:14:27
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)",ECM2,13698,"	200700","ECM Platform Architecture",,2015-10-01,2016-09-30,17.984985,,,,,,,,,0,0,Green,3.339653,18.57,Yellow,Completed,05/24/2017,13:14:27
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)",ECM03,14104,"	200819","Release 2 - Fraud Case Management",,2016-09-16,2018-02-28,28.252486,,,,,,,,,36,13.9,Yellow,3.289952,25.96,Yellow,Completed,11/16/2017,06:12:50
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)",ECM04,14919,"	201890","FY 2017 Product Assessment",,2017-05-01,2017-09-30,3.028,,,,,,,,,0,0,Green,0.98331,32.47,Red,Completed,12/18/2017,09:48:48
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)","	200919",15738,"	201940","FY 2018 Product Assessment",,2017-10-01,2018-09-30,13.9,,,,,,,,,0,0,Green,-0.086607,-0.62,Green,Completed,11/28/2018,18:49:12
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)","	200920",16901,"	202083","FY19 Product Assessment","To identify and evaluate a suite of products with core capabilities best aligned with IRS future state. Current tasks include evaluating several finalist products, conducting Technical Evaluation Plan review and recommendation, and COTS product award",2018-10-01,2019-09-30,13.426,no,,,,,,,,0,0,Green,0.143866,1.07,Green,Completed,11/20/2019,20:44:26
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)",ECMCDR1,17259,"	202163","FY19 ECM Capability Delivery Release 1","Current tasks include work to develop several processes, services and strategies, focusing initially on TE/GE EO customer support.",2018-12-01,2019-09-30,6.18088,no,new,,,"ECM is currently s the acquisition stage of selecting a COTS solution. Metrics have not been defined as of yet",Undefined,"Over target","	0.000000",0,0,Green,0.328513,7.17,Green,Completed,11/20/2019,20:44:26
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)",FY20ECMCDR,17868,"	202249","FY20 ECM Capability Delivery Release 1","ECM will deliver a newly-procured cloud-hosted COTS platform to enable releases of business capabilities, with a foundational release in FY20 with TEGE as the initial customer. The program will sequence data & capabilities to deliver future releases.",2019-10-01,2020-09-30,36.39,yes,new,,,"Metrics are undefined. The is a DME in the procurement capabilities phase","Undefined Metrics","Under target","	0.000000",0,0,Green,-0.789552,-2.17,Green,In-progress,02/26/2020,15:58:07
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)","	2393",3979,"	2555","RRP Transition State 1",,2010-01-10,2015-03-20,162.995227,,,,,,,,,0,0,Green,12.407965,9.45,Green,Completed,05/26/2015,13:56:38
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)","	2476",3981,"	2556","RRP Transition State 2",,2011-07-01,2014-02-01,19.288225,,,,,,,,,0,0,Green,2.412785,15.18,Yellow,Completed,09/24/2015,19:45:02
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)","	2499",12717,"	200519","Withholding and Refund Release 2 (W&R R2)",,2015-02-23,2016-06-17,15.509,,,,,,,,,-237,-49.38,Red,-1.318047,-8.5,Green,Completed,05/24/2017,13:22:55
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393A,12719,"	200520","Filing Season 2016 (FS16) Legislative Updates",,2015-03-21,2016-02-28,11.15339,,,,,,,,,40,11.63,Yellow,5.343168,47.91,Red,Completed,10/14/2016,18:54:48
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393B,13863,"	200733","Phase 1 Release 1",,2016-01-01,2017-03-31,79.248305,,,,,,,,,0,0,Green,44.445488,56.08,Red,Completed,05/24/2017,13:22:55
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)","2393 FS17",13864,"	200734","Filing Season 2017 (FS17) Legislative Updates",,2016-05-04,2017-01-19,6.391244,,,,,,,,,-4,-1.54,Green,2.490987,38.97,Red,Completed,04/24/2018,14:58:41
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393C,14886,"	201886","Phase 1 Release 2",,2016-10-24,2017-10-31,23.33291,,,,,,,,,-34,-9.14,Green,-6.40913,-27.47,Yellow,Completed,01/30/2018,15:26:02
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393D,14887,"	201887","Infrastructure and ASP Environment",,2017-04-01,2017-12-31,8.540072,,,,,,,,,0,0,Green,2.535518,29.69,Yellow,Completed,02/28/2018,10:31:26
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393E,16157,"	202005","Filing Season 2018 Legislative Updates",,2017-10-01,2018-03-31,4.398366,,,,,,,,,59,32.6,Red,3.064863,69.68,Red,Completed,03/26/2018,09:15:59
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393F,16313,"	202027","Phase 1 Release 3",,2018-02-13,2018-11-11,20.44008,,,,,,,,,-12,-4.43,Green,1.000412,4.89,Green,Completed,02/27/2019,14:41:51
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393G,16314,"	202028","Infrastructure Upgrades",,2018-01-01,2019-01-31,3.156824,,,,,,,,,69,17.47,Yellow,0.11716,3.71,Green,Completed,02/27/2019,14:41:51
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393H,16315,"	202029","Project: Filing Season 2019 (FS19)",,2018-05-01,2019-01-31,6.943079,,,,,,,,,0,0,Green,2.190901,31.56,Red,Completed,06/19/2019,13:52:50
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393J,17281,"	202165","Tax Reform 2019",,2018-05-08,2019-01-31,4.324362,,,,,,,,,0,0,Green,0,0,Green,Completed,07/03/2019,19:05:43
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393I,17288,"	202176","Program Increments (PIs) 4, 5, 6, and 7",.,2018-11-28,2019-10-22,14.690395,no,existing,,200184,,,,"	100.000000",0,0,Green,-0.061383,-0.42,Green,Completed,01/31/2020,22:13:51
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",2393L,17923,"	202251","Filing Season 2020 (FS20)","Filing Season 2020 (FS20) release incorporates legislative changes associated with the delivery of FS20.",2019-10-01,2020-01-31,6.9,yes,existing,,200186,,,,"	10.000000",1,0.82,Green,0.001056,0.02,Green,Completed,03/27/2020,14:42:11
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",A,721,"	109","Adjustments, corrections, and reversals (ACR) components, and Transit Account Reporting",,2011-08-29,2012-04-30,2.48,,,,,,,,,-2904,-1185.31,Red,-0.184,-7.42,Green,In-progress,09/01/2018,00:03:29
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",B,2745,"	117","NACHA Rule Changes ",,2012-07-09,2013-03-09,2.443,,,,,,,,,0,0,Green,0.717989,29.39,Yellow,Completed,10/21/2013,16:46:48
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",C,3251,"	1774","Transition Custom Development from Vendor to FRBC",,2012-02-01,2012-12-31,0.978,,,,,,,,,0,0,Green,-0.044,-4.5,Green,Completed,10/21/2013,16:46:48
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",D,3489,"	2615","Straight-Through Processing and Other Enhancements (R1.6)",,2013-04-01,2013-10-01,1.252,,,,,,,,,3,1.64,Green,0.615,49.12,Red,Completed,11/27/2013,16:15:12
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",E,9361,"	200005","Straight-Through Processing (Ph. 2) and other Enhancements (R1.7)",,2013-11-12,2014-06-28,0.736,,,,,,,,,0,0,Green,0.032,4.35,Green,Completed,08/29/2014,10:07:31
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",F,9363,"	200013","System Performance and Other Enhancements (r1.8)",,2014-10-20,2015-05-30,0.696,,,,,,,,,-7,-3.15,Green,0.09,12.93,Yellow,Completed,07/29/2015,13:56:00
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",G,9365,"	200014","New Channel Functionality and Performance Enhancements  (DG r 1.9)",,2015-06-01,2015-11-14,0.65,,,,,,,,,0,0,Green,0.037,5.69,Green,Completed,10/14/2016,18:54:15
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",H,9367,"	200015","Performance Enhancements for Extract ,Transform, and Load (ETL) Phase 2 (DG r1.10)",,2015-11-01,2016-05-28,0.706,,,,,,,,,14,6.7,Green,0.049,6.94,Green,Completed,10/14/2016,18:54:15
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",I,9369,"	200016","New Functionality, Returns Reporting and Duplicate Detection (DG r1.11)",,2016-05-31,2016-09-30,0.621,,,,,,,,,0,0,Green,0.187,30.11,Red,Completed,05/25/2017,19:18:59
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",r111,14062,"	200750","Returns Reporting and Duplicate Detection",,2016-10-04,2016-10-29,0.108,,,,,,,,,0,0,Green,0.02,18.52,Yellow,Completed,11/30/2016,16:40:14
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",r20,14063,"	200751","Web User Interface Phase 1",,2016-11-01,2017-05-13,0.731,,,,,,,,,-21,-10.88,Yellow,-0.043,-5.88,Green,Completed,11/16/2017,06:12:50
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",r21,14064,"	200752","Same Day Automated Clearing House",,2017-05-08,2017-10-21,0.672,,,,,,,,,0,0,Green,-0.045,-6.7,Green,Completed,12/05/2017,11:35:04
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",R22,15740,"	201892","UI Upgrade and Java 8",,2017-10-17,2018-02-10,0.565,,,,,,,,,-42,-36.21,Red,0.007,1.24,Green,Completed,04/26/2018,11:10:54
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",r23,15741,"	201893","UI Upgrade and additional Debit Gateway Enhancements",,2018-02-13,2018-06-09,0.505,,,,,,,,,0,0,Green,-0.008,-1.58,Green,Completed,07/25/2018,13:41:02
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",r24,15742,"	201894","UI Upgrade and additonal Debit Gateway Enhancements",,2018-06-05,2018-10-06,0.523,,,,,,,,,0,0,Green,-0.013,-2.49,Green,Completed,11/29/2018,14:35:42
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",R25,16840,"	202043","R2.5 - UI Upgrade and ACR File Enhancements",,2018-10-02,2019-02-02,0.564,,,,,,,,,0,0,Green,0.047,8.35,Green,Completed,03/27/2019,15:13:17
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",R26,16841,"	202044","R2.6 - UI Upgrade and Compass Decommission",,2018-12-26,2019-05-18,0.475,,,,,,,,,0,0,Green,0.061,12.84,Yellow,Completed,06/27/2019,19:55:44
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",R27,16842,"	202045","R2.7 - UI Upgrade and Disabling of Unused Functionality","Continue with UI upgrade.",2019-04-09,2019-09-21,0.45,yes,existing,,141,,,,"	0.020000",0,0,Green,0.031,18.24,Yellow,Completed,12/10/2019,20:28:56
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",R28,16843,"	202046","R2.8 - UI Upgrade and Debit Gateway Enhancemens","Continue UI upgrade project.",2019-07-23,2019-12-14,0.594,yes,existing,,141,,,,"	0.020000",-181,-218.07,Red,0,0,Green,In-progress,10/09/2019,18:06:05
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway","UI upgrade",17871,"	202203","UI upgrade","UI upgrade to improve interface for operations team. The UI upgrade will allow for automated population of several forms reducing the operators time leading to cost savings.",2019-10-01,2020-09-30,1.528,yes,existing,,141,,,,"	0.025000",0,0,Green,0.029,1.9,Green,In-progress,02/27/2020,15:43:05
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	3694",1144,"	80","AS400 to Unix",,2008-09-08,2012-05-18,1.926,,,,,,,,,0,0,Green,0.131178,14.58,Yellow,Completed,07/30/2012,09:58:18
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	3515",2795,"	81","Data Exchange Rewrite Phase 3 (remaining functionality)",,2008-08-23,2012-05-18,2.82,,,,,,,,,0,0,Green,0.179666,19.96,Yellow,Completed,07/30/2012,09:58:18
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	3819",2796,"	83","NACHA Change for WEB R07",,2011-04-27,2011-10-30,0.1,,,,,,,,,15,8.06,Green,0.0789,78.9,Red,Completed,12/29/2011,17:29:44
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	3826",2797,"	84","Reg E (DN2) Letter Schedule Change",,2011-04-27,2011-10-30,0.1,,,,,,,,,0,0,Green,0.075988,75.99,Red,Completed,01/30/2014,17:09:49
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	3871",3483,"	2534","Direct Pay",,2013-04-29,2015-07-24,4.04022,,,,,,,,,120,14.71,Yellow,-2.088462,-56.08,Red,Completed,06/26/2015,11:24:18
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1111",3485,"	2544","2013 E-File update",,2013-05-01,2013-12-31,0.242,,,,,,,,,-3,-1.23,Green,0.094635,39.11,Red,Completed,02/26/2014,14:02:18
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	2222",3487,"	2551","2014 E-file Update",,2014-05-01,2014-12-31,0.242,,,,,,,,,-2,-0.82,Green,0.126161,52.13,Red,Completed,02/26/2015,13:51:40
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1112",9159,"	200080","Municipal Tax Levy",,2013-09-09,2014-08-30,0.199336,,,,,,,,,2,0.56,Green,0.078583,39.42,Red,Completed,10/29/2014,15:48:53
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1113",9161,"	200081","Alaska Permanent Fund",,2013-09-09,2014-08-30,0.199336,,,,,,,,,2,0.56,Green,0.078908,39.59,Red,Completed,10/29/2014,15:48:53
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1114",9163,"	200082","Batch Provider Inquiry Pin",,2013-03-18,2014-01-30,0.131501,,,,,,,,,7,2.2,Green,-0.050047,-38.06,Red,Completed,02/26/2014,14:02:18
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1115",9165,"	200083","Adjustments/Changes/Rescissions (ACR)",,2013-08-05,2014-11-30,0.377818,,,,,,,,,122,25.31,Yellow,0.001365,0.36,Green,In-progress,10/29/2014,15:48:53
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1116",9167,"	200084","Email Confirmation",,2014-02-03,2014-11-30,0.316976,,,,,,,,,7,2.33,Green,0.242742,76.58,Red,Completed,07/29/2015,13:56:10
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1117",9169,"	200085","Bulk Provider Inquiry Pin",,2014-08-04,2015-07-15,0.150882,,,,,,,,,-47,-13.62,Yellow,-0.099056,-65.65,Red,Completed,01/30/2015,13:42:49
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1118",10657,"	200305","Contact Center Transition",,2014-01-29,2014-11-30,2.414665,,,,,,,,,-13,-4.26,Green,0.392727,16.26,Yellow,Completed,01/30/2015,13:42:49
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1119",10659,"	200306","Direct Pay Capacity Project",,2014-02-13,2015-10-30,2.870013,,,,,,,,,-61,-9.78,Green,2.573953,89.68,Red,Completed,08/28/2015,16:26:48
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1120",11981,"	200338","Enrollment Improvement and Web Redesign",,2014-08-08,2015-07-18,0.876288,,,,,,,,,-5,-1.5,Green,0.010302,1.18,Green,Completed,08/28/2015,16:26:49
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)","	1121",11983,"	200343","Afordable Care Act",,2014-06-09,2015-02-01,0.195875,,,,,,,,,0,0,Green,0.113316,34.35,Red,Completed,03/17/2015,12:47:20
